,PROPERTY VALUE,ONTOLOGY TERM LABEL(S),ONTOLOGY TERM(S),ONTOLOGY(S),SOURCE(S),ontology_uri
155,Cysticercosis,Cysticercosis,OMIT_0004837,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/omit.owl,http://purl.obolibrary.org/obo/OMIT_0004837
156,Dracunculiasis,dracunculiasis,DOID_14418,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/doid.owl,http://purl.obolibrary.org/obo/DOID_14418
157,Foot-and-mouth disease,foot and mouth disease,EFO_0007277,http://www.ebi.ac.uk/efo/,http://www.ebi.ac.uk/efo/efo.owl,http://www.ebi.ac.uk/efo/EFO_0007277
158,O'nyong-nyong fever,O'nyong-nyong fever (disorder),85579005,http://snomed.info/id/,http://snomed.info/sct/900000000000207008,http://snomed.info/id/85579005
159,Cysticercosis,cysticercosis,EFO_0007231,http://www.ebi.ac.uk/efo/,http://www.ebi.ac.uk/efo/efo.owl,http://www.ebi.ac.uk/efo/EFO_0007231
160,Chickenpox,chickenpox,EFO_0007204,http://www.ebi.ac.uk/efo/,http://www.ebi.ac.uk/efo/efo.owl,http://www.ebi.ac.uk/efo/EFO_0007204
161,Peste des petits ruminants,Peste-des-petits-ruminants virus,OMIT_0018347,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/omit.owl,http://purl.obolibrary.org/obo/OMIT_0018347
162,Swine flu,H1N1 Influenza,NCIT_C80444,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C80444
163,Hepatitis D,hepatitis D virus infection,EFO_0007304,http://www.ebi.ac.uk/efo/,http://www.ebi.ac.uk/efo/efo.owl,http://www.ebi.ac.uk/efo/EFO_0007304
164,Shrimp haemocyte iridescent virus (SHIV),Shrimp hemocyte iridescent virus,NCBITaxon_2039780,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2039780
165,Infection with Batrachochytrium dendrobatidis,Batrachochytrium dendrobatidis JAM81,NCBITaxon_684364,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_684364
166,Infection with Batrachochytrium salamandrivorans,Batrachochytrium salamandrivorans,NCBITaxon_1357716,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1357716
167,Cataract,Cataract,HP_0000518,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/hp.owl,http://purl.obolibrary.org/obo/HP_0000518
168,Myopia,myopia,DOID_11830,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/doid.owl,http://purl.obolibrary.org/obo/DOID_11830
169,Cannabinoids,Cannabinoid,NCIT_C105578,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C105578
170,MDMA-Ecstasy,"3,4-Methylenedioxymethamphetamine",NCIT_C61081,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C61081
171,Nickel,Nickel,NCIT_C690,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C690
172,Adverse Events Following Immunization,Adverse Event Following Immunization,NCIT_C102470,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C102470
173,Coronavirus Variant Beta,SARS Coronavirus 2 B.1.351,NCIT_C179575,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C179575
174,Coronavirus Variant Gamma,SARS Coronavirus 2 P.1,NCIT_C179599,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C179599
175,Maternal Mortality,Maternal Mortality,NCIT_C111860,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C111860
176,Yersinia Pseudotuberculosis,Yersinia pseudotuberculosis,NCIT_C86861,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C86861
177,NTU Mental Health Impacts,NTU Mental Health Impacts,NCIT:C48647,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT:C48647
178,Enterococcus,Enterococcus,NCIT_C76311,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C76311
179,Streptococcus,Streptococcus,NCIT_C76383,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C76383
180,Bornavirus,Genus Bornavirus (organism),407340002,http://snomed.info/id/,http://snomed.info/sct/,http://snomed.info/id/407340002
181,Colorado tick fever virus,Colorado Tick Fever Virus,NCIT_C112240,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C112240
182,JC virus,JC Virus,NCIT_C14229,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C14229
183,Wuchereria bancrofti,Wuchereria bancrofti,NCIT_C122328,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C122328
184,Pasteurellosis,pasteurellosis,DOID_11055,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/doid.owl,http://purl.obolibrary.org/obo/DOID_11055
185,Aedes aegypti,Aedes aegypti,NCBITaxon_7159,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_7159
186,Culex pipiens,Culex pipiens,NCBITaxon_7175,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_7175
187,Circovirus,Circovirus,OMIT_0018188,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/omit.owl,http://purl.obolibrary.org/obo/OMIT_0018188
188,Fascioliasis,Fascioliasis,EFO_1001324,http://www.ebi.ac.uk/efo/,http://www.ebi.ac.uk/efo/efo.owl,http://www.ebi.ac.uk/efo/EFO_1001324
189,Ehrlichiosis,Ehrlichiosis,Orphanet_1902,http://www.orpha.net/ORDO/,http://www.orpha.net/ontology/ORDO_en_4.1.owl,http://www.orpha.net/ORDO/Orphanet_1902
190,Feline immunodeficiency virus,Feline Immunodeficiency Virus,NCIT_C14288,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C14288
191,Simian immunodeficiency virus,Simian Immunodeficiency Virus,NCIT_C14274,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C14274
192,Intensive care unit,Intensive Care Unit,NCIT_C53511,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C53511
193,Intensive care unit,intensive care unit,ENVO_03600008,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/envo.owl,http://purl.obolibrary.org/obo/ENVO_03600008
194,Pregnant women,pregnant women,VO_0001094,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/vo.owl,http://purl.obolibrary.org/obo/VO_0001094
195,Myxomatosis,infectious myxomatosis,EFO_0007327,http://www.ebi.ac.uk/efo/,http://www.ebi.ac.uk/efo/efo.owl,http://www.ebi.ac.uk/efo/EFO_0007327
196,Aceria kenyae,Cisaberoptus kenyae,NCBITaxon_1670754,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1670754
197,Agrilus auroguttatus Agrilus coxalis,Agrilus coxalis auroguttatus,NCBITaxon_1005961,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1005961
198,Agrilus granulatus subsp. granulatus,Agrilus granulatus,NCBITaxon_2083511,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2083511
199,Agrilus granulatus subsp. liragus,Agrilus liragus,NCBITaxon_1709566,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1709566
200,Agrocybe parasitica,Cyclocybe parasitica,NCBITaxon_2792537,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2792537
201,Alternaria alternata,Alternaria alternata,NCIT_C87529,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C87529
202,Alternaria alternata,Alternaria alternata,NCBITaxon_5599,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_5599
203,Apple luteovirus,Apple-associated luteovirus,NCBITaxon_2054409,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2054409
204,Aspidimorpha (Megaspidomorpha) angolensis,Aspidimorpha angolensis,NCBITaxon_2570910,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2570910
205,Blackberry leaf mottle-associated virus,Blackberry leaf mottle associated virus,NCBITaxon_1966378,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1966378
206,Blackcurrant leaf chlorosis associated virus,Black currant leaf chlorosis associated virus,NCBITaxon_1937789,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1937789
207,Blackcurrant leafroll associated virus 1,Blackcurrant leafroll-associated virus 1,NCBITaxon_2292426,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2292426
208,Blueberry green mosaic-associated virus,Blueberry green mosaic associated virus,NCBITaxon_2605718,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2605718
209,Blueberry green mosaic-associated virus,Blueberry mosaic associated virus,NCBITaxon_1520332,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1520332
210,Bougainvillea spectabilis chlorotic vein-banding virus,Bougainvillea chlorotic vein banding virus,NCBITaxon_263892,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_263892
211,Burkholderia gladioli,Burkholderia gladioli,NCIT_C86225,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C86225
212,Burkholderia gladioli,Burkholderia gladioli,NCBITaxon_28095,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_28095
213,Burkholderia gladioli,Burkholderia gladioli,OMIT_0023169,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/omit.owl,http://purl.obolibrary.org/obo/OMIT_0023169
214,Camellia japonica Associated Emaravirus 1,Camellia japonica associated betaflexivirus 1,NCBITaxon_2686011,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2686011
215,Camellia ringspot-associated virus 4,Camellia ringspot associated virus 4,NCBITaxon_2791164,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2791164
216,Capillaureum caryovora,Capillaureum caryovorum,NCBITaxon_2421353,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2421353
217,Ceroplastes cistudiformis,Ceroplastes cirripediformis,NCBITaxon_1585290,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1585290
218,Citrus yellow mottle-associated virus,Citrus yellow mottle virus,NCBITaxon_2683043,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2683043
219,Colletotrichum lupine,Colletotrichum lupini,NCBITaxon_145971,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/pso.owl#,http://purl.obolibrary.org/obo/NCBITaxon_145971
220,Common oak ringspot-associated emaravirus,Common oak ringspot-associated virus,NCBITaxon_2742449,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2742449
221,Cornu aspersum,Cornu aspersum,NCBITaxon_6535,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_6535
222,Corythauma ayyar,Corythauma ayyari,NCBITaxon_2737003,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2737003
223,Eggplant mottled dwarf virus,Eggplant mottled dwarf virus (organism),35859007,http://snomed.info/id/,http://snomed.info/sct/900000000000207008,http://snomed.info/id/35859007
224,Eggplant mottled dwarf virus,Eggplant mottled dwarf alphanucleorhabdovirus,NCBITaxon_2748962,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2748962
225,Fragaria vesca-associated virus 1,Fragaria vesca associated virus 1,NCBITaxon_2725111,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2725111
226,Fusarium incarnatum,Fusarium incarnatum,NCBITaxon_298378,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_298378
227,Fusarium solani,Fusarium solani,NCBITaxon_169388,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_169388
228,Fusarium venenatum,Fusarium venenatum,NCBITaxon_56646,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_56646
229,Myiasis,myiasis,EFO_0007389,http://www.ebi.ac.uk/efo/,http://www.ebi.ac.uk/efo/efo.owl,http://www.ebi.ac.uk/efo/EFO_0007389
230,Toxic shock syndrome,Toxic Shock Syndrome,NCIT_C35498,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C35498
231,Toxic shock syndrome,toxic shock syndrome,DOID_14115,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/doid.owl,http://purl.obolibrary.org/obo/DOID_14115
232,Persons with disabilities,Persons with disabilities,OMIT:0007407,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/omit.owl,http://purl.obolibrary.org/obo/OMIT:0007407
233,Alcohol use,alcohol use,GSSO_006602,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/gsso.owl,http://purl.obolibrary.org/obo/GSSO_006602
234,Overcrowding,overcrowding,ZECO_0000142,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/zeco.owl,http://purl.obolibrary.org/obo/ZECO_0000142
235,Mental health disorders,Mental health disorders,OMIT:0002893,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/omit.owl,http://purl.obolibrary.org/obo/OMIT:0002893
236,Bronchiolitis,Bronchiolitis,NCIT_C39658,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C39658
237,Equine infectious anemia,equine infectious anemia,EFO_0007263,http://www.ebi.ac.uk/efo/,http://www.ebi.ac.uk/efo/efo.owl,http://www.ebi.ac.uk/efo/EFO_0007263
238,Contagious caprine pleuropneumonia,contagious pleuropneumonia,EFO_0007221,http://www.ebi.ac.uk/efo/,http://www.ebi.ac.uk/efo/efo.owl,http://www.ebi.ac.uk/efo/EFO_0007221
239,Equine viral arteritis,Equine arteritis virus (organism),20225009,http://snomed.info/id/,http://snomed.info/sct/900000000000207008,http://snomed.info/id/20225009
240,Equine viral arteritis,"Arteritis Virus, Equine",OMIT_0008367,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/omit.owl,http://purl.obolibrary.org/obo/OMIT_0008367
241,Haemolytic uraemic syndrome,hemolytic uremic syndrome AE,OAE_0001012,http://purl.obolibrary.org/obo/,http://enanomapper.github.io/ontologies/enanomapper.owl,http://purl.obolibrary.org/obo/OAE_0001012
242,Haemolytic uraemic syndrome,Haemolytic uraemic syndrome,MONDO:0001549,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/mondo.owl,http://purl.obolibrary.org/obo/MONDO:0001549
243,Infectious bovine rhinotracheitis,Infectious Bovine Rhinotracheitis,OMIT_0008368,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/omit.owl,http://purl.obolibrary.org/obo/OMIT_0008368
244,Infectious bovine rhinotracheitis,infectious bovine rhinotracheitis,MONDO_0025089,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/mondo.owl,http://purl.obolibrary.org/obo/MONDO_0025089
245,Alkhurma hemorrhagic fever,Alkhurma hemorrhagic fever,MONDO_0000310,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/mondo.owl,http://purl.obolibrary.org/obo/MONDO_0000310
246,Alkhurma hemorrhagic fever,Alkhurma hemorrhagic fever,DOID_0050308,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/doid.owl,http://purl.obolibrary.org/obo/DOID_0050308
247,Alkhurma virus,Alkhurma virus (organism),765000000,http://snomed.info/id/,http://snomed.info/sct/900000000000207008,http://snomed.info/id/765000000
248,Conjunctivitis,conjunctivitis,MP_0001852,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/mp.owl,http://purl.obolibrary.org/obo/MP_0001852
249,Contagious equine metritis,metritis,MPATH_673,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/mpath.owl,http://purl.obolibrary.org/obo/MPATH_673
250,Dourine,dourine,EFO_0007240,http://www.ebi.ac.uk/efo/,http://www.ebi.ac.uk/efo/efo.owl,http://www.ebi.ac.uk/efo/EFO_0007240
251,Scarlet fever,scarlet fever,EFO_0007477,http://www.ebi.ac.uk/efo/,http://www.ebi.ac.uk/efo/efo.owl,http://www.ebi.ac.uk/efo/EFO_0007477
252,Taenia solium,Taenia solium,NCIT_C125961,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C125961
253,Turkey rhinotracheitis,Turkey rhinotracheitis virus,NCBITaxon_11264,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_11264
254,Swine cysticercosis,Cysticercosis,NCIT_C34520,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C34520
255,Transmissible gastroenteritis virus,Transmissible gastroenteritis virus,NCBITaxon_11149,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_11149
256,Acute kidney injury,Acute kidney injury,HP_0001919,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/hp.owl,http://purl.obolibrary.org/obo/HP_0001919
257,Ethylene glycol,ethylene glycol,CHEBI_30742,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/chebi.owl,http://purl.obolibrary.org/obo/CHEBI_30742
258,Ammonia,ammonia,CHEBI_16134,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/chebi.owl,http://purl.obolibrary.org/obo/CHEBI_16134
259,Bromine,Bromine,NCIT_C163632,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C163632
260,Fluoride,fluoride,CHEBI_17051,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/chebi.owl,http://purl.obolibrary.org/obo/CHEBI_17051
261,Isocyanate,isocyanate,XLMOD_00124,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/xlmod.owl,http://purl.obolibrary.org/obo/XLMOD_00124
262,Methyl,methyl,CHEBI_29309,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/chebi.owl,http://purl.obolibrary.org/obo/CHEBI_29309
263,Strontium,Strontium,CHEBI_33324,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/dron.owl,http://purl.obolibrary.org/obo/CHEBI_33324
264,Toxic,Toxic,NCIT_C28004,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C28004
265,Herbicides,Herbicides,OMIT_0007707,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/omit.owl,http://purl.obolibrary.org/obo/OMIT_0007707
266,Opioid,Opioid,NCIT_C1506,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C1506
267,Radon,Radon,NCIT_C800,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C800
268,Adamsite,Adamsite (substance),50914008,http://snomed.info/id/,http://snomed.info/sct/900000000000207008,http://snomed.info/id/50914008
269,Dibenzoxazepine,Dibenzoxazepine compound (substance),764000000,http://snomed.info/id/,http://snomed.info/sct/900000000000207008,http://snomed.info/id/764000000
